ID User;Install Date;Country;Platform;Purchase Date;IAP Name;Purchases
323970d0b5f7;16/09/2019;DE;ANDROID;02/10/2019;PiggyBank2;1
323970d0b5f7;16/09/2019;DE;ANDROID;02/10/2019;Pack1;1
323970d0b5f7;16/09/2019;DE;ANDROID;03/10/2019;Pack1;2
323970d0b5f7;16/09/2019;DE;ANDROID;04/10/2019;Pack1;1
323970d0b5f7;16/09/2019;DE;ANDROID;05/10/2019;PiggyBank1;1
323970d0b5f7;16/09/2019;DE;ANDROID;05/10/2019;Pack1;1
323970d0b5f7;16/09/2019;DE;ANDROID;12/10/2019;SpecialPack0;1
323970d0b5f7;16/09/2019;DE;ANDROID;16/10/2019;Pack0;1
323970d0b5f7;16/09/2019;DE;ANDROID;16/10/2019;Pack1;1
a098250c6126;10/09/2019;US;ANDROID;27/09/2019;Pack0;1
611ca861fc98;05/10/2019;SE;ANDROID;13/10/2019;SpecialPack0;2
611ca861fc98;05/10/2019;SE;ANDROID;13/10/2019;Pack1;2
611ca861fc98;05/10/2019;SE;ANDROID;17/10/2019;Pack1;6
611ca861fc98;05/10/2019;SE;ANDROID;18/10/2019;Pack1;1
611ca861fc98;05/10/2019;SE;ANDROID;19/10/2019;Pack1;1
611ca861fc98;05/10/2019;SE;ANDROID;20/10/2019;Pack2;1
611ca861fc98;05/10/2019;SE;ANDROID;20/10/2019;Pack1;2
611ca861fc98;05/10/2019;SE;ANDROID;21/10/2019;Pack1;1
611ca861fc98;05/10/2019;SE;ANDROID;22/10/2019;Pack1;2
ecffd0d23dc3;26/08/2019;GB;ANDROID;02/09/2019;Pack1;1
b1baadb7776f;13/09/2019;GB;ANDROID;16/09/2019;SpecialPack0;1
b1baadb7776f;13/09/2019;GB;ANDROID;16/09/2019;Pack1;2
b1baadb7776f;13/09/2019;GB;ANDROID;17/09/2019;Pack1;3
b1baadb7776f;13/09/2019;GB;ANDROID;25/09/2019;Pack1;2
b1baadb7776f;13/09/2019;GB;ANDROID;15/10/2019;Pack1;3
f4ab5a9ad22b;09/10/2019;CA;ANDROID;09/10/2019;Pack2;1
f4ab5a9ad22b;09/10/2019;CA;ANDROID;12/10/2019;Pack2;1
06b19dbcd732;19/09/2019;US;ANDROID;20/09/2019;Pack1;1
18db13c756f9;06/10/2019;SE;ANDROID;14/10/2019;Pack1;1
a66e7cb07c6d;31/08/2019;GB;ANDROID;13/09/2019;SpecialPack0;1
a66e7cb07c6d;31/08/2019;GB;ANDROID;18/09/2019;PiggyBank1;1
75034bc2ed79;04/09/2019;US;ANDROID;06/09/2019;Pack0;1
75034bc2ed79;04/09/2019;US;ANDROID;06/09/2019;Pack1;1
ac2a7f55afad;08/09/2019;FR;ANDROID;14/09/2019;PiggyBank1;1
49fc96b4545c;29/08/2019;US;ANDROID;29/08/2019;Pack1;4
49fc96b4545c;29/08/2019;US;ANDROID;30/08/2019;PiggyBank2;1
49fc96b4545c;29/08/2019;US;ANDROID;30/08/2019;Pack1;1
49fc96b4545c;29/08/2019;US;ANDROID;01/09/2019;Pack1;1
49fc96b4545c;29/08/2019;US;ANDROID;02/09/2019;Pack1;5
49fc96b4545c;29/08/2019;US;ANDROID;02/09/2019;SpecialPack0;1
49fc96b4545c;29/08/2019;US;ANDROID;02/09/2019;Pack2;1
49fc96b4545c;29/08/2019;US;ANDROID;03/09/2019;Pack1;3
49fc96b4545c;29/08/2019;US;ANDROID;09/09/2019;SpecialPack0;2
49fc96b4545c;29/08/2019;US;ANDROID;09/09/2019;Pack1;1
49fc96b4545c;29/08/2019;US;ANDROID;10/09/2019;Pack1;1
49fc96b4545c;29/08/2019;US;ANDROID;13/09/2019;Pack1;1
49fc96b4545c;29/08/2019;US;ANDROID;15/09/2019;Pack1;1
564c90122115;01/09/2019;GB;ANDROID;01/09/2019;Pack1;8
f90b8173fd6e;24/09/2019;US;ANDROID;24/09/2019;Pack0;1
f90b8173fd6e;24/09/2019;US;ANDROID;24/09/2019;Pack1;1
f90b8173fd6e;24/09/2019;US;ANDROID;25/09/2019;Pack0;1
f90b8173fd6e;24/09/2019;US;ANDROID;25/09/2019;Pack1;1
01153ab14090;26/08/2019;GB;IOS;26/08/2019;SpecialPack0;1
01153ab14090;26/08/2019;GB;IOS;26/08/2019;Pack1;1
f46d64cf1336;15/09/2019;FR;ANDROID;15/09/2019;SpecialPack0;1
f46d64cf1336;15/09/2019;FR;ANDROID;15/09/2019;PiggyBank1;1
f46d64cf1336;15/09/2019;FR;ANDROID;19/09/2019;SpecialPack1;1
f46d64cf1336;15/09/2019;FR;ANDROID;19/09/2019;Pack2;1
3b5818ba226c;28/09/2019;US;ANDROID;01/10/2019;PiggyBank1;1
3b5818ba226c;28/09/2019;US;ANDROID;04/10/2019;Pack0;1
823507a3ec76;21/08/2019;DE;ANDROID;22/08/2019;SpecialPack0;1
823507a3ec76;21/08/2019;DE;ANDROID;23/08/2019;PiggyBank1;1
823507a3ec76;21/08/2019;DE;ANDROID;23/08/2019;SpecialPack0;1
823507a3ec76;21/08/2019;DE;ANDROID;23/08/2019;SpecialPack1;1
823507a3ec76;21/08/2019;DE;ANDROID;26/08/2019;SpecialPack1;1
823507a3ec76;21/08/2019;DE;ANDROID;26/08/2019;SpecialPack0;1
823507a3ec76;21/08/2019;DE;ANDROID;03/09/2019;SpecialPack0;1
823507a3ec76;21/08/2019;DE;ANDROID;04/09/2019;PiggyBank1;1
843ef55cda21;26/09/2019;US;ANDROID;28/09/2019;PiggyBank2;1
843ef55cda21;26/09/2019;US;ANDROID;30/09/2019;Pack1;1
243c5ccce1ed;25/09/2019;FR;IOS;26/09/2019;Pack0;2
243c5ccce1ed;25/09/2019;FR;IOS;26/09/2019;Pack3;14
243c5ccce1ed;25/09/2019;FR;IOS;27/09/2019;Pack3;5
243c5ccce1ed;25/09/2019;FR;IOS;28/09/2019;Pack5;2
243c5ccce1ed;25/09/2019;FR;IOS;28/09/2019;PiggyBank2;1
13b81cbc6126;29/08/2019;US;ANDROID;31/08/2019;SpecialPack0;1
db0868edd064;21/10/2019;US;ANDROID;21/10/2019;Pack0;1
db0868edd064;21/10/2019;US;ANDROID;21/10/2019;Pack1;4
56a187f73114;15/10/2019;FR;ANDROID;16/10/2019;Pack1;1
56a187f73114;15/10/2019;FR;ANDROID;17/10/2019;Pack1;3
56a187f73114;15/10/2019;FR;ANDROID;18/10/2019;Pack1;4
56a187f73114;15/10/2019;FR;ANDROID;19/10/2019;Pack1;2
56a187f73114;15/10/2019;FR;ANDROID;21/10/2019;Pack1;1
a4682610c77d;29/08/2019;US;ANDROID;30/08/2019;Pack1;1
a4682610c77d;29/08/2019;US;ANDROID;30/08/2019;SpecialPack1;1
a4682610c77d;29/08/2019;US;ANDROID;01/09/2019;Pack2;1
a4682610c77d;29/08/2019;US;ANDROID;10/09/2019;SpecialPack0;2
a4682610c77d;29/08/2019;US;ANDROID;17/09/2019;Pack1;1
1cbb6428f91e;20/09/2019;IT;ANDROID;26/09/2019;Pack1;1
1cbb6428f91e;20/09/2019;IT;ANDROID;29/09/2019;SpecialPack0;1
4b0e7782b2e1;19/08/2019;US;ANDROID;29/08/2019;Pack1;2
4b0e7782b2e1;19/08/2019;US;ANDROID;22/09/2019;SpecialPack0;1
3dde69d2988c;15/09/2019;IT;ANDROID;17/09/2019;Pack1;1
3dde69d2988c;15/09/2019;IT;ANDROID;20/09/2019;Pack1;1
97c793add14f;14/10/2019;CA;ANDROID;19/10/2019;Pack1;1
97c793add14f;14/10/2019;CA;ANDROID;20/10/2019;Pack2;1
a5f534c5cdb5;09/10/2019;IT;ANDROID;09/10/2019;SpecialPack0;1
bae26e5a612c;18/08/2019;FR;ANDROID;21/08/2019;SpecialPack1;1
bae26e5a612c;18/08/2019;FR;ANDROID;26/08/2019;Pack3;1
bae26e5a612c;18/08/2019;FR;ANDROID;30/08/2019;Pack3;1
4cdeac0165f1;06/09/2019;GB;ANDROID;07/09/2019;PiggyBank1;1
4cdeac0165f1;06/09/2019;GB;ANDROID;07/09/2019;Pack2;1
4cdeac0165f1;06/09/2019;GB;ANDROID;07/09/2019;SpecialPack0;1
4cdeac0165f1;06/09/2019;GB;ANDROID;08/09/2019;Pack1;2
4cdeac0165f1;06/09/2019;GB;ANDROID;10/09/2019;Pack1;1
4cdeac0165f1;06/09/2019;GB;ANDROID;10/09/2019;Pack0;1
2594245e6ba1;04/09/2019;SE;ANDROID;22/09/2019;PiggyBank1;1
9f33d55eaa9c;16/10/2019;GB;ANDROID;16/10/2019;Pack2;1
9f33d55eaa9c;16/10/2019;GB;ANDROID;17/10/2019;Pack2;1
9f33d55eaa9c;16/10/2019;GB;ANDROID;18/10/2019;PiggyBank1;1
9f33d55eaa9c;16/10/2019;GB;ANDROID;18/10/2019;Pack1;1
70bd0626c171;01/09/2019;AU;ANDROID;06/10/2019;SpecialPack1;1
7cd80d461caa;29/09/2019;US;ANDROID;10/10/2019;Pack1;1
7cd80d461caa;29/09/2019;US;ANDROID;11/10/2019;PiggyBank2;1
7cd80d461caa;29/09/2019;US;ANDROID;11/10/2019;SpecialPack0;1
7cd80d461caa;29/09/2019;US;ANDROID;11/10/2019;Pack1;1
7cd80d461caa;29/09/2019;US;ANDROID;13/10/2019;Pack1;2
7cd80d461caa;29/09/2019;US;ANDROID;13/10/2019;Pack0;1
7cd80d461caa;29/09/2019;US;ANDROID;15/10/2019;Pack1;2
7cd80d461caa;29/09/2019;US;ANDROID;18/10/2019;PiggyBank2;1
7cd80d461caa;29/09/2019;US;ANDROID;18/10/2019;SpecialPack0;1
7cd80d461caa;29/09/2019;US;ANDROID;18/10/2019;Pack1;2
7cd80d461caa;29/09/2019;US;ANDROID;19/10/2019;SpecialPack0;1
754f2e436b8d;31/08/2019;US;ANDROID;31/08/2019;Pack1;1
754f2e436b8d;31/08/2019;US;ANDROID;03/09/2019;SpecialPack0;1
4ea69d93cab5;10/09/2019;US;IOS;03/10/2019;PiggyBank2;1
53be9de2b885;23/10/2019;US;IOS;23/10/2019;Pack1;1
86d6729090cd;25/08/2019;DE;ANDROID;20/09/2019;SpecialPack0;1
799b3e81186e;10/10/2019;US;IOS;10/10/2019;Pack1;1
799b3e81186e;10/10/2019;US;IOS;18/10/2019;Pack1;2
b45ec83202ce;13/10/2019;US;ANDROID;17/10/2019;Pack0;2
b45ec83202ce;13/10/2019;US;ANDROID;18/10/2019;SpecialPack1;1
b45ec83202ce;13/10/2019;US;ANDROID;19/10/2019;SpecialPack0;1
b45ec83202ce;13/10/2019;US;ANDROID;22/10/2019;SpecialPack0;1
b657b15c0f71;21/10/2019;SE;ANDROID;23/10/2019;Pack1;3
8ed9d6f554ee;25/09/2019;DE;ANDROID;26/09/2019;Pack1;2
e8f08f0223b8;05/09/2019;US;ANDROID;07/09/2019;Pack1;1
715ec3d5d03a;24/09/2019;US;ANDROID;26/09/2019;SpecialPack2;1
715ec3d5d03a;24/09/2019;US;ANDROID;26/09/2019;PiggyBank2;1
cb28162d1f95;23/09/2019;US;ANDROID;28/09/2019;SpecialPack0;1
a2f15aa1e2e2;14/09/2019;FR;ANDROID;14/09/2019;SpecialPack0;1
1b4a69989e32;17/09/2019;US;ANDROID;18/09/2019;SpecialPack0;1
1b4a69989e32;17/09/2019;US;ANDROID;18/09/2019;Pack0;2
1b4a69989e32;17/09/2019;US;ANDROID;18/09/2019;Pack1;1
1b4a69989e32;17/09/2019;US;ANDROID;18/09/2019;PiggyBank1;1
1b4a69989e32;17/09/2019;DE;ANDROID;19/09/2019;Pack0;1
1b4a69989e32;17/09/2019;DE;ANDROID;19/09/2019;SpecialPack0;1
1b4a69989e32;17/09/2019;US;ANDROID;20/09/2019;SpecialPack0;1
1b4a69989e32;17/09/2019;US;ANDROID;20/09/2019;PiggyBank1;1
1b4a69989e32;17/09/2019;US;ANDROID;01/10/2019;PiggyBank2;1
bb4d12157ea2;27/08/2019;US;ANDROID;28/08/2019;Pack1;1
bb4d12157ea2;27/08/2019;US;ANDROID;30/08/2019;Pack1;1
9d7d7e1a2fbb;12/10/2019;GB;ANDROID;13/10/2019;Pack1;1
9d7d7e1a2fbb;12/10/2019;GB;ANDROID;17/10/2019;Pack1;1
9d7d7e1a2fbb;12/10/2019;GB;ANDROID;18/10/2019;Pack1;1
6ea7a1ba6cf5;07/09/2019;SE;ANDROID;07/09/2019;SpecialPack0;1
6ea7a1ba6cf5;07/09/2019;SE;ANDROID;11/09/2019;PiggyBank2;1
685d30a3c852;03/09/2019;DE;ANDROID;05/09/2019;PiggyBank2;1
b3a9ebb7bf80;31/08/2019;FR;ANDROID;02/09/2019;SpecialPack0;1
b3a9ebb7bf80;31/08/2019;FR;ANDROID;03/09/2019;Pack0;1
b3a9ebb7bf80;31/08/2019;FR;ANDROID;07/09/2019;Pack1;2
b3a9ebb7bf80;31/08/2019;FR;ANDROID;28/09/2019;Pack1;1
8095e6b6c94d;12/08/2019;IT;ANDROID;14/08/2019;Pack1;1
cf245c6e645c;04/09/2019;GB;ANDROID;17/09/2019;SpecialPack0;1
cf245c6e645c;04/09/2019;GB;ANDROID;21/09/2019;SpecialPack0;1
cf245c6e645c;04/09/2019;GB;ANDROID;01/10/2019;SpecialPack0;1
cf245c6e645c;04/09/2019;GB;ANDROID;13/10/2019;SpecialPack0;1
65960546da54;07/09/2019;AU;ANDROID;07/09/2019;SpecialPack0;3
65960546da54;07/09/2019;AU;ANDROID;08/09/2019;SpecialPack1;1
65960546da54;07/09/2019;AU;ANDROID;08/09/2019;SpecialPack0;2
d537ae60bbba;09/09/2019;AU;ANDROID;09/09/2019;SpecialPack0;1
79d781804ff4;11/09/2019;US;ANDROID;12/09/2019;SpecialPack2;1
79d781804ff4;11/09/2019;US;ANDROID;12/09/2019;SpecialPack1;1
d1fa3e41c9b1;12/09/2019;US;ANDROID;16/09/2019;SpecialPack0;1
a41cd7ac68b0;09/09/2019;US;ANDROID;09/09/2019;SpecialPack0;1
a41cd7ac68b0;09/09/2019;US;ANDROID;11/09/2019;Pack1;1
749d0a5d735e;23/08/2019;US;ANDROID;27/08/2019;SpecialPack0;1
749d0a5d735e;23/08/2019;US;ANDROID;27/08/2019;PiggyBank1;1
749d0a5d735e;23/08/2019;US;ANDROID;02/09/2019;Pack1;1
6ed3193895b6;30/08/2019;US;ANDROID;30/08/2019;PiggyBank1;1
6ed3193895b6;30/08/2019;US;ANDROID;04/09/2019;SpecialPack0;1
90015d230a1f;03/10/2019;US;ANDROID;06/10/2019;Pack0;1
fd91f21e4d8a;11/10/2019;DK;ANDROID;21/10/2019;Pack3;1
21c5f153e396;19/10/2019;US;IOS;19/10/2019;Pack1;1
6ecbbf095573;07/10/2019;IT;ANDROID;07/10/2019;PiggyBank1;1
18233db4b332;10/09/2019;GB;ANDROID;13/09/2019;Pack1;1
7e0c98784155;09/10/2019;US;ANDROID;09/10/2019;SpecialPack0;1
a766bb520272;29/08/2019;GB;ANDROID;04/09/2019;Pack0;1
a766bb520272;29/08/2019;GB;ANDROID;04/09/2019;PiggyBank1;1
a766bb520272;29/08/2019;GB;ANDROID;04/09/2019;Pack1;3
a766bb520272;29/08/2019;GB;ANDROID;04/09/2019;Pack2;1
567a004dab2c;07/10/2019;GB;ANDROID;09/10/2019;Pack1;1
567a004dab2c;07/10/2019;GB;ANDROID;15/10/2019;Pack1;1
c813a5061a5f;07/10/2019;US;ANDROID;08/10/2019;Pack1;3
c813a5061a5f;07/10/2019;US;ANDROID;09/10/2019;Pack1;1
3eafaab84304;02/09/2019;IT;ANDROID;03/09/2019;PiggyBank1;1
da71b6d53091;12/08/2019;US;ANDROID;11/09/2019;PiggyBank2;1
40ed70b04d19;15/08/2019;US;ANDROID;22/08/2019;PiggyBank2;1
d464367c9f8d;22/09/2019;US;ANDROID;27/09/2019;Pack1;1
159f3421a09e;17/09/2019;US;ANDROID;17/09/2019;SpecialPack0;1
c11996a1c1ce;07/09/2019;US;ANDROID;08/09/2019;Pack1;1
c496a09d429e;17/10/2019;AU;ANDROID;19/10/2019;Pack2;1
52cf684eb166;22/10/2019;GB;ANDROID;23/10/2019;Pack1;1
f5418d3c1e08;13/08/2019;DE;ANDROID;16/08/2019;Pack1;2
f5418d3c1e08;13/08/2019;DE;ANDROID;05/09/2019;Pack1;1
95e8e9f68e2c;08/09/2019;DE;ANDROID;02/10/2019;SpecialPack1;1
a85378337322;05/09/2019;DE;ANDROID;08/09/2019;Pack1;1
b4917c5ed15d;15/09/2019;US;ANDROID;16/09/2019;SpecialPack0;1
476231d638ad;16/09/2019;US;ANDROID;22/09/2019;Pack1;1
7a18f5b19702;29/09/2019;CA;ANDROID;01/10/2019;Pack1;5
7a18f5b19702;29/09/2019;CA;ANDROID;04/10/2019;Pack1;1
7a18f5b19702;29/09/2019;CA;ANDROID;06/10/2019;Pack1;1
7a18f5b19702;29/09/2019;CA;ANDROID;14/10/2019;Pack1;1
1a179d35ee2e;09/10/2019;SE;ANDROID;09/10/2019;SpecialPack0;1
4a5004e5e69c;20/10/2019;US;ANDROID;22/10/2019;Pack1;1
db09f3038327;15/10/2019;FR;ANDROID;21/10/2019;SpecialPack1;1
dc3323663f49;13/09/2019;US;ANDROID;14/09/2019;SpecialPack0;1
dc3323663f49;13/09/2019;US;ANDROID;15/09/2019;PiggyBank2;1
dc3323663f49;13/09/2019;US;ANDROID;17/09/2019;SpecialPack0;1
dc3323663f49;13/09/2019;US;ANDROID;24/09/2019;SpecialPack0;1
dc3323663f49;13/09/2019;US;ANDROID;01/10/2019;PiggyBank2;1
37f138d4b731;31/08/2019;AU;ANDROID;14/09/2019;PiggyBank2;1
d6793f1a2b19;19/09/2019;US;ANDROID;19/09/2019;SpecialPack0;1
d6793f1a2b19;19/09/2019;US;ANDROID;19/09/2019;Pack1;2
d6793f1a2b19;19/09/2019;US;ANDROID;20/09/2019;SpecialPack0;1
d6793f1a2b19;19/09/2019;US;ANDROID;20/09/2019;Pack1;1
d6793f1a2b19;19/09/2019;US;ANDROID;22/09/2019;SpecialPack2;1
d6793f1a2b19;19/09/2019;US;ANDROID;22/09/2019;Pack1;1
d6793f1a2b19;19/09/2019;US;ANDROID;22/09/2019;Pack2;1
d6793f1a2b19;19/09/2019;US;ANDROID;29/09/2019;SpecialPack1;1
1bd841d3bb4d;31/08/2019;FR;ANDROID;01/09/2019;Pack1;1
de7c32ac5195;04/09/2019;FR;ANDROID;06/09/2019;SpecialPack0;1
de7c32ac5195;04/09/2019;FR;ANDROID;07/09/2019;PiggyBank2;1
34b33fff60fe;11/09/2019;IT;ANDROID;21/09/2019;Pack1;1
87a205d83d92;10/09/2019;DE;ANDROID;10/09/2019;SpecialPack0;1
87a205d83d92;10/09/2019;DE;ANDROID;10/09/2019;Pack0;6
87a205d83d92;10/09/2019;DE;ANDROID;11/09/2019;PiggyBank1;1
c164c2637574;25/08/2019;GB;ANDROID;26/08/2019;SpecialPack1;1
c164c2637574;25/08/2019;GB;ANDROID;26/08/2019;PiggyBank1;1
c164c2637574;25/08/2019;GB;ANDROID;26/08/2019;PiggyBank2;1
c164c2637574;25/08/2019;GB;ANDROID;26/08/2019;SpecialPack2;1
c164c2637574;25/08/2019;GB;ANDROID;26/08/2019;Pack1;1
c164c2637574;25/08/2019;GB;ANDROID;27/08/2019;SpecialPack1;4
c164c2637574;25/08/2019;GB;ANDROID;27/08/2019;SpecialPack0;1
c164c2637574;25/08/2019;GB;ANDROID;28/08/2019;Pack1;1
1b2e1b0e8e08;16/09/2019;GB;ANDROID;22/09/2019;Pack2;1
1b2e1b0e8e08;16/09/2019;GB;ANDROID;22/09/2019;SpecialPack0;1
1b2e1b0e8e08;16/09/2019;GB;ANDROID;23/09/2019;Pack1;1
1b2e1b0e8e08;16/09/2019;GB;ANDROID;25/09/2019;Pack1;1
1b2e1b0e8e08;16/09/2019;GB;ANDROID;05/10/2019;Pack1;2
1b2e1b0e8e08;16/09/2019;GB;ANDROID;07/10/2019;SpecialPack0;1
1b2e1b0e8e08;16/09/2019;GB;ANDROID;22/10/2019;Pack1;2
92f2242f12c1;11/10/2019;US;ANDROID;11/10/2019;Pack1;1
92f2242f12c1;11/10/2019;US;ANDROID;15/10/2019;Pack1;1
a716c9d85258;04/10/2019;US;ANDROID;04/10/2019;Pack2;1
adb52a673072;15/09/2019;CA;IOS;15/09/2019;PiggyBank2;1
a620ac5d700a;17/09/2019;DE;ANDROID;18/09/2019;SpecialPack0;1
a99d88735243;29/09/2019;IT;ANDROID;15/10/2019;SpecialPack0;2
a99d88735243;29/09/2019;IT;ANDROID;15/10/2019;Pack1;1
a99d88735243;29/09/2019;IT;ANDROID;16/10/2019;SpecialPack0;1
28ecb4d4a96d;28/08/2019;CA;ANDROID;30/08/2019;SpecialPack0;1
28ecb4d4a96d;28/08/2019;CA;ANDROID;03/09/2019;SpecialPack0;1
28ecb4d4a96d;28/08/2019;CA;ANDROID;06/09/2019;Pack1;1
28ecb4d4a96d;28/08/2019;CA;ANDROID;07/09/2019;Pack1;1
28ecb4d4a96d;28/08/2019;CA;ANDROID;10/09/2019;Pack1;1
77c3149164a3;07/09/2019;IT;ANDROID;11/09/2019;Pack1;1
77c3149164a3;07/09/2019;IT;ANDROID;12/09/2019;Pack1;2
77c3149164a3;07/09/2019;IT;ANDROID;15/09/2019;Pack1;1
77c3149164a3;07/09/2019;IT;ANDROID;16/09/2019;Pack1;1
77c3149164a3;07/09/2019;IT;ANDROID;23/09/2019;Pack1;1
a130b41109b8;16/10/2019;US;ANDROID;19/10/2019;Pack1;1
a7c8658b00b5;28/08/2019;DE;ANDROID;03/09/2019;SpecialPack0;1
6ddb7ddd8f42;01/10/2019;DE;ANDROID;01/10/2019;Pack1;1
201d9db0aa65;05/09/2019;CA;ANDROID;09/09/2019;Pack1;1
201d9db0aa65;05/09/2019;CA;ANDROID;09/09/2019;SpecialPack0;2
814bbc601e81;11/09/2019;AU;ANDROID;18/09/2019;Pack1;1
900bd3adef47;15/10/2019;US;ANDROID;19/10/2019;PiggyBank1;1
900bd3adef47;15/10/2019;US;ANDROID;21/10/2019;PiggyBank1;1
95a7802725fd;09/09/2019;DE;ANDROID;14/09/2019;SpecialPack0;1
a182ae78e1fa;24/09/2019;FR;ANDROID;25/09/2019;Pack1;1
a182ae78e1fa;24/09/2019;FR;ANDROID;27/09/2019;Pack1;2
a182ae78e1fa;24/09/2019;FR;ANDROID;30/09/2019;Pack1;1
a182ae78e1fa;24/09/2019;FR;ANDROID;03/10/2019;Pack1;1
a182ae78e1fa;24/09/2019;FR;ANDROID;04/10/2019;Pack1;3
a182ae78e1fa;24/09/2019;FR;ANDROID;05/10/2019;Pack1;2
a182ae78e1fa;24/09/2019;FR;ANDROID;07/10/2019;Pack1;1
a182ae78e1fa;24/09/2019;FR;ANDROID;08/10/2019;Pack1;2
a182ae78e1fa;24/09/2019;FR;ANDROID;09/10/2019;Pack1;1
175652ec4dae;25/08/2019;GB;ANDROID;26/08/2019;SpecialPack0;1
c000a0e014c6;18/10/2019;US;ANDROID;18/10/2019;SpecialPack0;1
9cb408b63e22;22/09/2019;US;ANDROID;23/09/2019;Pack0;1
708ff722e43f;18/08/2019;DE;ANDROID;19/08/2019;Pack1;2
708ff722e43f;18/08/2019;DE;ANDROID;20/08/2019;Pack1;1
708ff722e43f;18/08/2019;DE;ANDROID;21/08/2019;Pack1;1
12993b20f01f;19/09/2019;GB;ANDROID;29/09/2019;PiggyBank1;1
12993b20f01f;19/09/2019;GB;ANDROID;01/10/2019;Pack1;1
46f4ea183c8a;22/08/2019;DE;ANDROID;02/09/2019;Pack1;1
178e124195fe;18/09/2019;FR;ANDROID;25/09/2019;Pack1;1
5eca5f98a8db;28/08/2019;GB;ANDROID;29/08/2019;SpecialPack0;1
5eca5f98a8db;28/08/2019;GB;ANDROID;01/09/2019;Pack0;1
5eca5f98a8db;28/08/2019;GB;ANDROID;01/09/2019;SpecialPack0;1
22171d17aa1f;15/09/2019;US;ANDROID;29/09/2019;Pack1;1
3c51d05015d6;13/09/2019;GB;ANDROID;17/09/2019;PiggyBank1;1
1436158c9109;12/08/2019;DE;ANDROID;29/09/2019;Pack1;1
b2e9a7bc24aa;21/09/2019;US;ANDROID;15/10/2019;SpecialPack0;1
b2e9a7bc24aa;21/09/2019;US;ANDROID;20/10/2019;PiggyBank2;1
878939966ad9;23/10/2019;DE;ANDROID;23/10/2019;SpecialPack0;1
b76ea64541b8;19/09/2019;US;ANDROID;27/09/2019;SpecialPack0;1
b76ea64541b8;19/09/2019;US;ANDROID;05/10/2019;Pack1;1
b76ea64541b8;19/09/2019;US;ANDROID;13/10/2019;SpecialPack1;1
13038b3062ec;28/09/2019;US;ANDROID;10/10/2019;PiggyBank1;1
